User ID,Vehicle Model,Battery Capacity (kWh),Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Time of Day,State of Charge (Start %),State of Charge (End %),Temperature (C),Vehicle Age (years),Charger Type
9dc74ce5-89e,Nissan Leaf,54.7,2023-05-16 23:04:30,2023-05-17 00:20:42,50.67,1.27,Night,9.4,94.4,10.5,15.0,DC_CHAdeMO
2843a4b6-531,Ford Mustang Mach-E,76.6,2023-09-11 18:24:20,2023-09-11 19:36:56,49.2,1.21,Evening,22.8,79.5,23.1,6.0,DC_CCS
a90cdec8-439,Tesla Model 3 LR,74.3,2023-04-03 19:51:03,2023-04-03 20:53:27,45.22,1.04,Evening,24.4,79.6,14.7,7.5,DC_CCS
f01b96ca-435,Rivian R1T,128.8,2023-04-28 17:48:00,2023-04-28 20:33:36,110.75,2.76,Evening,13.5,89.2,17.0,2.5,DC_CCS
b74ad12f-ba2,Audi e-tron,91.5,2023-04-06 19:19:58,2023-04-06 20:49:22,65.68,1.49,Evening,20.0,83.4,15.8,5.2,DC_CCS
54b94439-ec3,Tesla Model 3 LR,78.5,2023-08-20 13:51:55,2023-08-20 14:29:43,66.75,0.63,Afternoon,18.3,92.3,37.4,6.4,Tesla_SC
294feabe-51e,Nissan Leaf,59.3,2023-11-30 18:20:28,2023-12-01 11:56:28,19.94,17.6,Evening,57.1,88.9,12.7,14.3,AC_L1
b5621b2a-9cd,Tesla Model 3 LR,79.5,2023-03-17 17:31:40,2023-03-18 01:59:52,22.86,8.47,Evening,73.5,100.0,14.1,8.0,AC_L2
283794ab-61f,Audi e-tron,93.2,2023-10-05 20:56:20,2023-10-06 06:46:08,54.82,9.83,Evening,34.9,88.9,14.7,6.2,AC_L2
cfc555af-b74,Volkswagen ID.4,74.8,2023-01-08 16:21:51,2023-01-08 20:40:27,17.38,4.31,Afternoon,63.1,84.4,11.1,4.9,AC_L2
7fc4af70-a9a,Kia Niro EV,66.1,2023-07-23 01:50:06,2023-07-23 06:54:54,12.4,5.08,Night,75.5,92.9,18.8,5.8,AC_L2
f70c843a-630,Tesla Model Y,75.1,2023-07-31 18:40:59,2023-07-31 19:12:47,46.24,0.53,Evening,34.4,88.1,27.7,3.3,Tesla_SC
cd98552b-321,Nissan Leaf,52.6,2023-02-13 16:42:36,2023-02-13 17:27:36,31.97,0.75,Afternoon,24.9,80.1,8.2,13.8,DC_CHAdeMO
418cdf94-a37,Tesla Model Y,74.7,2023-03-02 04:19:43,2023-03-02 13:35:55,23.51,9.27,Night,52.4,81.8,6.5,3.7,AC_L2
c57f2b6f-6d4,Nissan Leaf,50.6,2023-02-25 06:11:55,2023-02-25 18:17:19,35.09,12.09,Morning,32.9,96.8,4.9,13.4,AC_L2
3a9cfd10-72a,Chevy Bolt,64.9,2023-07-03 16:15:41,2023-07-03 22:27:41,20.96,6.2,Afternoon,61.8,92.1,33.4,8.0,AC_L2
20a7063b-6d2,Tesla Model 3 LR,75.9,2023-01-08 10:25:37,2023-01-08 11:52:01,54.36,1.44,Morning,30.2,94.5,13.4,8.1,DC_CCS
60de807b-ba9,Volkswagen ID.4,76.1,2023-10-24 16:33:21,2023-10-25 06:51:21,40.7,14.3,Afternoon,46.9,96.4,23.6,4.1,AC_L2
6ac9aef0-2c4,Chevy Bolt,63.7,2023-10-30 17:30:11,2023-10-31 04:58:23,31.36,11.47,Evening,45.1,91.1,21.6,9.4,AC_L2
706fcf3d-3c6,Rivian R1T,107.3,2023-04-16 15:24:07,2023-04-17 01:31:55,42.98,10.13,Afternoon,58.5,96.4,18.6,4.4,AC_L2
f4ae8150-a64,Tesla Model Y,79.5,2023-06-13 13:45:26,2023-06-13 14:43:38,39.22,0.97,Afternoon,35.5,80.1,30.9,5.3,DC_CCS
a1d7f434-907,Kia Niro EV,66.2,2023-10-11 19:28:09,2023-10-11 22:03:33,6.34,2.59,Evening,74.0,83.1,16.1,7.0,AC_L2
6e79e2a7-84e,Tesla Model S,103.7,2023-10-27 02:16:11,2023-10-27 09:59:23,38.02,7.72,Night,50.2,85.2,12.9,12.9,AC_L2
16a5e858-e46,Kia Niro EV,66.6,2023-05-05 19:41:10,2023-05-05 20:46:34,45.97,1.09,Evening,17.1,80.1,15.5,5.4,DC_CCS
858da34f-908,Audi e-tron,86.0,2023-07-25 16:32:43,2023-07-25 17:50:07,55.99,1.29,Afternoon,25.8,85.2,31.9,5.7,DC_CCS
35753673-123,Rivian R1T,118.3,2023-02-01 13:14:14,2023-02-01 14:47:50,69.55,1.56,Afternoon,26.2,78.6,16.6,3.3,DC_CCS
c0ba918d-84b,Ford Mustang Mach-E,80.4,2023-07-17 12:05:12,2023-07-17 16:13:00,23.45,4.13,Afternoon,73.3,100.0,35.9,4.3,AC_L2
706fcf3d-3c6,Tesla Model Y,81.5,2023-03-16 13:24:51,2023-03-16 14:10:27,63.22,0.76,Afternoon,28.7,95.6,15.3,4.8,Tesla_SC
49c10b34-895,Hyundai Kona Electric,63.4,2023-11-04 17:44:35,2023-11-05 04:40:59,36.76,10.94,Evening,41.1,94.9,14.8,5.7,AC_L2
b2911187-9ce,Volkswagen ID.4,79.4,2023-05-17 07:23:52,2023-05-17 08:41:16,54.19,1.29,Morning,19.8,81.0,23.7,3.8,DC_CCS
f8782a96-3d0,Tesla Model S,99.9,2023-04-19 17:32:28,2023-04-20 01:36:40,25.11,8.07,Evening,70.0,93.3,15.8,11.4,AC_L2
3da1ae5d-1b5,Chevy Bolt,59.6,2023-10-31 18:58:34,2023-10-31 19:49:34,29.21,0.85,Evening,31.2,76.4,18.8,9.2,DC_CCS
6c7acf47-a88,Tesla Model Y,80.1,2023-11-11 06:57:59,2023-11-11 08:25:35,57.37,1.46,Morning,19.5,84.6,10.6,5.3,DC_CCS
affd4e0e-c70,Hyundai Kona Electric,64.6,2023-01-25 20:13:49,2023-01-26 08:10:49,33.71,11.95,Evening,49.3,98.4,-0.5,7.8,AC_L2
255552e7-a12,Tesla Model S,99.2,2023-12-14 21:03:54,2023-12-14 22:12:18,53.8,1.14,Night,30.4,79.8,-1.1,11.2,DC_CCS
8aaa8c41-2b5,Tesla Model 3 LR,75.7,2023-10-31 08:27:37,2023-10-31 22:57:01,49.33,14.49,Morning,29.3,90.0,20.1,7.0,AC_L2
673c5f6a-4dd,Tesla Model Y,81.2,2023-10-17 19:05:05,2023-10-17 20:27:53,54.24,1.38,Evening,29.0,90.3,16.4,4.6,DC_CCS
da194644-e8c,Chevy Bolt,64.9,2023-01-28 20:41:18,2023-01-29 07:31:42,38.96,10.84,Evening,37.4,94.2,2.4,9.7,AC_L2
635fe839-f29,Tesla Model 3 LR,74.3,2023-10-01 06:58:27,2023-10-01 08:29:39,60.03,1.52,Morning,20.8,91.6,18.6,6.7,DC_CCS
5be8c31e-a03,Tesla Model 3 LR,74.0,2023-01-11 20:35:21,2023-01-12 13:19:45,46.86,16.74,Evening,33.9,93.2,3.6,8.5,AC_L2
34ae6604-f75,Tesla Model Y,83.1,2023-08-03 23:50:21,2023-08-04 15:10:45,50.23,15.34,Night,41.8,97.9,19.2,5.8,AC_L2
f3eeb58a-6bd,BMW i3,41.0,2023-05-21 16:12:41,2023-05-21 21:16:17,26.16,5.06,Afternoon,27.5,88.0,24.3,12.3,AC_L2
e280caca-294,Tesla Model 3 LR,78.5,2023-10-12 15:40:33,2023-10-12 16:23:45,63.72,0.72,Afternoon,28.3,98.4,23.4,6.3,Tesla_SC
b17e659d-fac,Nissan Leaf,57.9,2023-02-09 11:54:57,2023-02-09 19:41:09,25.32,7.77,Morning,51.2,92.7,14.1,15.6,AC_L2
a1038e80-60b,Audi e-tron,89.4,2023-02-21 00:47:07,2023-02-21 08:49:31,43.04,8.04,Night,51.9,98.0,0.8,7.5,AC_L2
7fc4af70-a9a,Kia Niro EV,60.9,2023-01-18 18:50:13,2023-01-18 19:47:49,38.71,0.96,Evening,22.8,80.3,3.0,5.8,DC_CCS
f07f4841-fee,Tesla Model S,94.5,2023-12-17 13:01:34,2023-12-17 14:52:34,69.61,1.85,Afternoon,27.6,95.0,16.5,12.6,DC_CCS
8aaa8c41-2b5,Nissan Leaf,38.7,2023-02-03 20:00:34,2023-02-04 01:45:34,18.1,5.75,Evening,55.7,99.2,-0.4,15.6,AC_L2
3757b459-7a1,Kia Niro EV,65.1,2023-06-25 16:10:50,2023-06-25 23:18:02,36.76,7.12,Afternoon,40.1,94.5,27.6,5.4,AC_L2
7fc4af70-a9a,Tesla Model 3 LR,79.4,2023-03-27 19:09:34,2023-03-28 03:11:22,45.34,8.03,Evening,42.5,95.5,5.0,7.9,AC_L2
b19f3fed-3f2,Volkswagen ID.4,77.1,2023-06-30 12:11:28,2023-06-30 13:33:40,60.1,1.37,Afternoon,13.4,81.9,31.8,4.6,DC_CCS
b17e659d-fac,Hyundai Kona Electric,63.1,2023-01-02 21:42:32,2023-01-02 22:42:32,40.88,1.0,Night,30.0,87.0,-2.1,6.4,DC_CCS
ac9ad093-518,Tesla Model Y,74.0,2023-11-11 18:09:38,2023-11-12 02:13:50,20.36,8.07,Evening,65.6,91.1,10.5,3.2,AC_L2
283794ab-61f,Chevy Bolt,66.4,2023-01-26 08:21:23,2023-01-26 09:28:35,46.78,1.12,Morning,14.5,78.5,6.6,8.9,DC_CCS
cac7a4e2-da9,Tesla Model 3 LR,77.9,2023-01-29 22:45:24,2023-01-29 23:53:48,45.41,1.14,Night,29.1,80.1,-4.1,6.9,DC_CCS
ebbe0a12-ddc,BMW i3,40.9,2023-04-28 17:01:58,2023-04-28 17:54:10,30.0,0.87,Evening,24.0,88.9,14.2,12.4,DC_CCS
68ac15b2-8a8,Nissan Leaf,58.5,2023-05-14 17:27:21,2023-05-14 22:51:57,22.94,5.41,Evening,51.8,87.7,24.3,16.0,AC_L2
c15034ce-7b3,Ford Mustang Mach-E,83.1,2023-05-04 15:11:20,2023-05-05 00:08:56,39.42,8.96,Afternoon,50.6,95.0,24.7,5.4,AC_L2
2f10bfcd-2f4,Tesla Model 3 LR,73.6,2023-12-13 05:33:17,2023-12-13 11:06:17,20.2,5.55,Night,73.9,99.2,6.4,6.6,AC_L2
12328ff0-2f6,Tesla Model Y,72.1,2023-06-11 12:27:40,2023-06-11 13:32:28,43.21,1.08,Afternoon,36.3,91.1,34.6,4.0,DC_CCS
8f42891a-c16,Tesla Model S,94.5,2023-10-10 15:00:32,2023-10-10 16:17:20,54.58,1.28,Afternoon,28.1,80.5,25.2,13.6,DC_CCS
f87e3337-ad8,Volkswagen ID.4,78.3,2023-10-24 12:00:04,2023-10-24 21:58:52,26.57,9.98,Afternoon,65.8,97.4,24.9,3.2,AC_L2
0f964c67-b38,Tesla Model S,95.3,2023-05-13 18:48:05,2023-05-13 19:23:29,51.43,0.59,Evening,28.6,77.4,18.6,11.4,Tesla_SC
a90cdec8-439,Tesla Model Y,77.1,2023-03-31 11:48:13,2023-03-31 12:15:49,40.8,0.46,Morning,32.0,79.6,15.5,5.5,Tesla_SC
b7b8ded3-7e7,Tesla Model 3 LR,76.3,2023-01-20 17:57:05,2023-01-21 03:53:29,38.13,9.94,Evening,49.8,95.5,7.4,6.0,AC_L2
affd4e0e-c70,Chevy Bolt,64.0,2023-04-12 12:43:04,2023-04-12 13:59:16,49.95,1.27,Afternoon,12.8,83.6,23.4,8.0,DC_CCS
3b92b5db-0af,Chevy Bolt,61.7,2023-05-21 16:54:57,2023-05-22 00:03:57,20.86,7.15,Afternoon,62.3,94.5,21.5,9.3,AC_L2
445ac149-efa,Tesla Model 3 LR,77.7,2023-07-03 18:55:59,2023-07-03 19:38:35,72.46,0.71,Evening,14.7,96.7,26.0,6.3,Tesla_SC
20bda1b4-07e,Volkswagen ID.4,77.0,2023-11-20 20:53:36,2023-11-20 21:58:24,44.58,1.08,Evening,29.0,82.3,7.7,4.3,DC_CCS
4edf19ab-cb0,Nissan Leaf,58.8,2023-11-26 20:35:00,2023-11-26 21:19:24,27.57,0.74,Evening,33.9,76.8,9.0,14.5,DC_CHAdeMO
1d95c5f0-b35,Tesla Model Y,78.7,2023-08-10 05:54:04,2023-08-10 16:09:40,27.32,10.26,Night,58.1,91.5,23.4,4.9,AC_L2
ed05161d-49a,Tesla Model Y,76.0,2023-08-07 14:52:02,2023-08-07 15:52:38,38.26,1.01,Afternoon,30.9,77.4,36.4,5.1,DC_CCS
ff48a961-769,Ford Mustang Mach-E,87.8,2023-10-31 15:54:14,2023-11-01 04:33:14,45.36,12.65,Afternoon,46.4,95.3,21.4,3.4,AC_L2
11acd5cc-15f,Volkswagen ID.4,73.7,2023-11-29 18:58:33,2023-11-29 20:02:45,43.94,1.07,Evening,26.8,80.5,8.9,4.0,DC_CCS
a6276e1c-add,Chevy Bolt,68.1,2023-01-30 02:54:51,2023-01-30 07:24:15,16.6,4.49,Night,71.8,95.4,-1.5,7.2,AC_L2
1c563471-e9a,Chevy Bolt,63.0,2023-12-23 20:31:21,2023-12-24 08:03:45,43.65,11.54,Evening,25.0,91.5,4.0,9.8,AC_L2
20a7063b-6d2,Tesla Model 3 LR,77.8,2023-12-19 15:17:27,2023-12-19 20:18:39,15.84,5.02,Afternoon,65.5,84.4,11.5,7.4,AC_L2
5fed89a1-21f,Kia Niro EV,63.8,2023-10-06 13:50:57,2023-10-06 23:20:57,40.17,9.5,Afternoon,33.9,92.9,25.0,6.0,AC_L2
673c5f6a-4dd,Kia Niro EV,61.0,2023-03-07 08:29:18,2023-03-07 09:46:42,46.93,1.29,Morning,21.6,91.9,14.6,7.5,DC_CCS
a8a295f1-acd,Hyundai Kona Electric,66.2,2023-11-21 20:57:09,2023-11-22 10:13:57,34.7,13.28,Evening,40.6,90.3,7.0,6.9,AC_L2
60b59c83-f03,Tesla Model 3 LR,82.3,2023-05-13 13:42:18,2023-05-14 06:05:06,55.13,16.38,Afternoon,28.5,92.8,25.3,7.3,AC_L2
f4bb78dd-b3b,Chevy Bolt,67.8,2023-11-27 11:37:21,2023-11-27 22:34:57,25.42,10.96,Morning,49.8,84.2,18.9,8.8,AC_L2
45e3cc3e-db8,Ford Mustang Mach-E,75.7,2023-11-11 11:51:29,2023-11-11 23:34:05,33.89,11.71,Morning,55.4,96.5,21.2,5.6,AC_L2
d6835b71-677,Tesla Model S,101.8,2023-08-27 11:09:42,2023-08-27 16:31:54,30.5,5.37,Morning,53.0,81.1,32.4,13.1,AC_L2
0f964c67-b38,Tesla Model S,95.9,2023-12-05 09:34:34,2023-12-05 11:53:46,82.38,2.32,Morning,20.7,96.4,15.4,13.5,DC_CCS
3ca6b6b8-cf5,BMW i3,40.0,2023-01-01 16:46:52,2023-01-01 22:54:40,21.03,6.13,Afternoon,40.4,89.9,9.8,11.1,AC_L2
d6835b71-677,Tesla Model 3 LR,81.2,2023-10-01 13:40:17,2023-10-01 14:40:17,42.56,1.0,Afternoon,34.4,80.7,26.4,7.9,DC_CCS
f87e3337-ad8,Kia Niro EV,66.3,2023-02-12 18:57:26,2023-02-13 01:38:50,23.89,6.69,Evening,49.4,83.1,5.2,5.3,AC_L2
b241fe11-3f9,Ford Mustang Mach-E,68.9,2023-06-26 06:40:19,2023-06-26 07:45:07,42.42,1.08,Morning,26.3,82.3,26.6,3.5,DC_CCS
05fc153b-fe1,Rivian R1T,131.0,2023-07-07 19:55:11,2023-07-08 13:09:35,92.38,17.24,Evening,32.2,98.9,24.7,3.2,AC_L2
0c136e02-21f,Nissan Leaf,47.1,2023-04-27 20:41:53,2023-04-28 01:31:05,14.54,4.82,Evening,58.0,87.8,12.1,15.8,AC_L2
c7c6b33a-d21,Tesla Model Y,82.8,2023-06-05 08:53:06,2023-06-05 14:18:18,30.64,5.42,Morning,59.5,94.9,27.2,5.5,AC_L2
fb40f238-bc5,Chevy Bolt,63.3,2023-12-20 13:07:47,2023-12-20 14:07:47,40.13,1.0,Afternoon,22.2,79.6,16.1,7.9,DC_CCS
68ac15b2-8a8,Tesla Model 3 LR,79.8,2023-09-29 04:24:12,2023-09-29 13:30:12,32.77,9.1,Night,46.1,84.8,19.0,6.2,AC_L2
b74ad12f-ba2,Nissan Leaf,52.1,2023-04-29 12:39:06,2023-04-29 21:28:54,26.15,8.83,Afternoon,39.3,87.8,22.3,13.7,AC_L2
ff48a961-769,BMW i3,42.8,2023-07-27 23:39:50,2023-07-28 06:54:14,30.35,7.24,Night,25.2,91.9,23.1,10.6,AC_L2
8aaa8c41-2b5,Tesla Model 3 LR,77.7,2023-12-01 20:24:31,2023-12-01 21:46:43,61.64,1.37,Evening,12.6,82.5,2.4,6.1,DC_CCS
35753673-123,Tesla Model 3 LR,73.8,2023-07-21 05:19:40,2023-07-21 19:23:52,35.37,14.07,Night,50.5,96.5,23.6,8.4,AC_L2
60817a6b-0ed,Tesla Model 3 LR,76.9,2023-03-06 19:47:53,2023-03-07 01:54:29,14.11,6.11,Evening,75.8,93.3,5.2,8.6,AC_L2
c0ddb67b-aee,Nissan Leaf,46.6,2023-05-05 17:56:18,2023-05-05 23:54:30,21.26,5.97,Evening,54.7,96.8,21.6,14.1,AC_L2
6ba87ced-d35,Tesla Model S,98.4,2023-03-02 10:41:37,2023-03-02 12:03:13,63.24,1.36,Morning,19.2,76.1,14.8,11.4,DC_CCS
a19eb58d-b3c,Tesla Model 3 LR,75.3,2023-02-22 09:25:28,2023-02-22 09:56:04,53.86,0.51,Morning,17.3,80.9,12.9,6.3,Tesla_SC
e732e730-aef,Tesla Model 3 LR,76.3,2023-11-13 23:45:04,2023-11-14 00:28:52,63.9,0.73,Night,25.1,97.8,1.0,6.4,Tesla_SC
ebbe0a12-ddc,Kia Niro EV,63.4,2023-11-16 07:12:00,2023-11-16 08:12:00,37.94,1.0,Morning,24.7,78.4,13.7,5.4,DC_CCS
58c07f55-c6a,BMW i3,40.3,2023-10-23 23:29:05,2023-10-24 00:06:17,21.56,0.62,Night,29.2,77.7,9.5,10.2,DC_CCS
a19eb58d-b3c,Tesla Model 3 LR,79.3,2023-12-20 12:54:19,2023-12-20 14:18:55,54.78,1.41,Afternoon,24.1,88.1,13.3,8.8,DC_CCS
7863deab-1cd,Volkswagen ID.4,81.3,2023-12-21 15:36:05,2023-12-22 05:05:29,33.11,13.49,Afternoon,53.2,91.6,12.7,3.8,AC_L2
3617a5e6-3ac,Hyundai Kona Electric,67.4,2023-09-02 02:47:19,2023-09-02 03:43:07,37.34,0.93,Night,28.2,78.3,15.5,5.3,DC_CCS
45e3cc3e-db8,Audi e-tron,85.3,2023-09-16 20:51:54,2023-09-17 10:08:06,33.6,13.27,Evening,56.6,94.6,17.2,7.2,AC_L2
f190de50-242,Chevy Bolt,62.5,2023-08-26 16:41:31,2023-08-26 17:38:31,38.77,0.95,Afternoon,18.9,76.0,29.4,9.7,DC_CCS
b17e659d-fac,Tesla Model S,102.0,2023-05-25 14:03:41,2023-05-26 05:43:53,46.7,15.67,Afternoon,54.8,98.0,24.5,13.4,AC_L2
ed05161d-49a,Tesla Model 3 LR,83.4,2023-12-09 10:51:21,2023-12-09 11:31:33,61.01,0.67,Morning,12.5,78.8,14.4,8.6,Tesla_SC
c82de90a-d1e,Tesla Model Y,83.7,2023-12-11 14:49:13,2023-12-11 23:07:13,40.92,8.3,Afternoon,51.1,95.9,16.0,4.6,AC_L2
8e81787f-42d,Nissan Leaf,46.0,2023-05-28 20:54:13,2023-05-29 01:45:49,18.68,4.86,Evening,51.0,88.7,18.8,14.3,AC_L2
92ecd540-19f,Nissan Leaf,53.6,2023-03-14 09:02:11,2023-03-15 01:23:11,12.08,16.35,Morning,71.7,92.5,16.7,15.3,AC_L1
4034e6e3-bff,Kia Niro EV,66.2,2023-04-22 13:21:34,2023-04-22 22:09:34,29.54,8.8,Afternoon,55.3,98.0,24.3,7.8,AC_L2
cac1596b-a96,Ford Mustang Mach-E,90.8,2023-08-20 12:50:36,2023-08-21 03:47:00,57.57,14.94,Afternoon,34.1,94.5,33.6,3.5,AC_L2
624c41cd-858,Tesla Model 3 LR,80.9,2023-05-30 20:20:08,2023-05-30 20:49:32,48.89,0.49,Evening,22.1,76.2,18.6,6.2,Tesla_SC
230eaa96-27d,Nissan Leaf,39.0,2023-10-10 07:08:26,2023-10-10 18:17:26,25.95,11.15,Morning,34.2,95.5,21.5,14.2,AC_L2
274c1a6a-9ee,Nissan Leaf,60.0,2023-10-11 12:02:55,2023-10-11 20:23:55,22.99,8.35,Afternoon,55.7,92.1,24.8,14.6,AC_L2
e7c2542d-37e,Tesla Model S,100.9,2023-05-17 15:12:48,2023-05-17 16:33:48,60.74,1.35,Afternoon,20.7,76.4,25.1,11.9,DC_CCS
a5955efa-f59,Ford Mustang Mach-E,78.4,2023-08-14 06:34:15,2023-08-14 19:46:51,49.79,13.21,Morning,27.9,88.1,25.9,4.9,AC_L2
b50a7da3-020,Hyundai Kona Electric,63.8,2023-06-17 12:50:29,2023-06-17 18:18:05,14.87,5.46,Afternoon,68.4,90.4,32.3,5.0,AC_L2
ed05161d-49a,Volkswagen ID.4,81.7,2023-06-15 20:51:08,2023-06-15 21:47:32,41.22,0.94,Evening,34.9,80.6,21.5,3.2,DC_CCS
1d95c5f0-b35,Audi e-tron,84.8,2023-11-17 14:15:40,2023-11-17 15:35:28,58.02,1.33,Afternoon,17.1,77.5,20.4,7.4,DC_CCS
8f42891a-c16,Hyundai Kona Electric,62.8,2023-12-18 19:51:13,2023-12-19 02:19:25,24.36,6.47,Evening,61.5,97.0,4.9,5.6,AC_L2
f7f7d1fa-4e0,Tesla Model Y,78.0,2023-05-02 14:56:57,2023-05-02 15:44:57,33.88,0.8,Afternoon,36.1,75.0,25.8,5.6,DC_CCS
7863deab-1cd,BMW i3,41.3,2023-07-06 23:14:02,2023-07-07 00:18:50,35.01,1.08,Night,17.4,93.2,17.7,13.0,DC_CCS
3c033944-6cc,Volkswagen ID.4,81.7,2023-05-07 16:21:04,2023-05-07 23:52:16,34.38,7.52,Afternoon,59.0,99.1,22.8,5.2,AC_L2
baff847d-9a5,Volkswagen ID.4,82.8,2023-12-27 19:12:59,2023-12-28 10:47:47,41.41,15.58,Evening,51.7,97.7,6.8,5.5,AC_L2
f27af813-6db,Tesla Model S,96.1,2023-10-10 04:14:11,2023-10-10 05:06:23,80.88,0.87,Night,20.2,95.4,11.4,12.4,Tesla_SC
4492da53-867,Rivian R1T,137.3,2023-05-18 20:42:34,2023-05-19 19:14:22,62.75,22.53,Evening,48.7,92.6,14.1,2.9,AC_L2
d0e82b5a-74e,Rivian R1T,121.2,2023-07-01 20:02:01,2023-07-01 21:55:25,86.86,1.89,Evening,18.1,81.7,26.6,3.9,DC_CCS
d315727a-252,Kia Niro EV,61.0,2023-10-05 09:08:22,2023-10-06 03:10:46,45.1,18.04,Morning,30.0,98.5,20.6,5.5,AC_L2
f190de50-242,Tesla Model 3 LR,85.9,2023-09-11 15:31:58,2023-09-11 22:07:58,23.76,6.6,Afternoon,60.7,86.4,29.7,6.6,AC_L2
12328ff0-2f6,Chevy Bolt,60.7,2023-04-14 12:09:12,2023-04-14 15:29:00,17.42,3.33,Afternoon,61.5,88.1,25.2,9.3,AC_L2
a38eca25-2f4,Ford Mustang Mach-E,71.8,2023-06-11 17:04:23,2023-06-11 22:12:11,26.46,5.13,Evening,57.3,91.3,28.6,3.5,AC_L2
45596536-ef2,Tesla Model Y,79.5,2023-04-21 17:17:35,2023-04-22 01:15:47,23.9,7.97,Evening,51.1,78.7,19.1,6.0,AC_L2
1ea19526-723,Porsche Taycan,93.4,2023-12-06 10:23:19,2023-12-07 01:29:19,38.63,15.1,Morning,53.1,93.1,15.5,6.3,AC_L2
fb40f238-bc5,Audi e-tron,94.3,2023-12-31 05:20:17,2023-12-31 06:35:53,50.86,1.26,Night,29.0,77.1,5.4,7.7,DC_CCS
5be8c31e-a03,Volkswagen ID.4,80.5,2023-07-20 19:32:40,2023-07-21 05:35:40,46.35,10.05,Evening,36.4,91.2,24.8,4.5,AC_L2
ee2c4d21-69e,Tesla Model S,94.6,2023-09-20 07:07:32,2023-09-20 07:32:44,45.69,0.42,Morning,37.5,79.8,24.3,12.5,Tesla_SC
8ea598c2-c29,Tesla Model Y,83.4,2023-10-18 06:52:30,2023-10-18 07:33:54,65.83,0.69,Morning,24.4,92.4,14.4,5.5,Tesla_SC
92ecd540-19f,Volkswagen ID.4,83.2,2023-06-29 15:38:19,2023-06-30 06:14:19,46.95,14.6,Afternoon,47.2,99.5,31.2,4.7,AC_L2
cae7f22c-079,Ford Mustang Mach-E,72.4,2023-12-19 10:11:07,2023-12-19 20:45:55,32.29,10.58,Morning,55.2,97.9,11.5,3.1,AC_L2
445ac149-efa,Tesla Model Y,82.0,2023-06-18 08:25:22,2023-06-18 09:40:58,53.44,1.26,Morning,21.5,79.9,29.8,4.2,DC_CCS
b17e659d-fac,Tesla Model 3 LR,82.3,2023-02-07 10:47:14,2023-02-07 11:14:14,43.45,0.45,Morning,33.3,80.7,13.3,8.0,Tesla_SC
2410ac4f-7f4,BMW i3,40.8,2023-12-29 12:27:18,2023-12-29 15:27:18,15.51,3.0,Afternoon,51.1,87.4,13.3,10.9,AC_L2
18a83772-906,Ford Mustang Mach-E,85.0,2023-11-06 16:22:17,2023-11-06 17:37:17,53.14,1.25,Afternoon,25.7,82.3,17.0,3.1,DC_CCS
7dfd5742-5f4,Rivian R1T,108.3,2023-01-23 15:24:31,2023-01-24 04:27:31,32.36,13.05,Afternoon,62.5,90.4,12.9,4.0,AC_L2
041cdf65-216,Chevy Bolt,62.1,2023-05-29 08:51:26,2023-05-29 09:47:14,35.41,0.93,Morning,29.6,80.8,21.2,9.4,DC_CCS
7b000491-8d9,Tesla Model Y,74.8,2023-05-20 23:50:25,2023-05-21 01:21:37,56.7,1.52,Night,22.4,91.4,11.5,4.1,DC_CCS
a38eca25-2f4,Tesla Model Y,74.6,2023-03-26 07:09:27,2023-03-26 15:36:27,37.14,8.45,Morning,50.6,96.5,12.9,3.7,AC_L2
54b94439-ec3,Nissan Leaf,42.7,2023-11-29 19:19:14,2023-11-29 20:04:50,32.0,0.76,Evening,18.2,84.7,9.1,15.9,DC_CHAdeMO
a87a4f50-6a5,Tesla Model S,99.9,2023-06-17 14:26:36,2023-06-17 15:11:00,82.38,0.74,Afternoon,18.8,91.9,32.0,12.8,Tesla_SC
facc994f-886,Tesla Model 3 LR,80.2,2023-05-20 13:05:43,2023-05-21 00:37:31,36.46,11.53,Afternoon,54.3,97.0,30.7,6.3,AC_L2
57e761a2-725,Tesla Model S,103.6,2023-08-01 15:17:43,2023-08-01 19:47:07,21.38,4.49,Afternoon,77.9,97.7,32.0,12.2,AC_L2
2c7c8db1-321,Tesla Model S,98.7,2023-08-19 14:28:04,2023-08-20 06:26:16,48.16,15.97,Afternoon,42.2,87.0,35.8,12.3,AC_L2
a3d12bd1-0f5,Tesla Model S,102.0,2023-11-13 20:01:18,2023-11-14 06:03:42,44.67,10.04,Evening,46.9,88.2,7.3,12.2,AC_L2
5e49c247-a62,Chevy Bolt,59.6,2023-07-14 19:25:29,2023-07-15 01:17:05,14.05,5.86,Evening,62.5,84.3,27.5,7.4,AC_L2
9989059f-081,Tesla Model S,94.8,2023-10-02 13:27:08,2023-10-02 14:13:56,69.51,0.78,Afternoon,30.9,96.3,23.6,13.8,Tesla_SC
19b2c0b8-3d3,Nissan Leaf,46.5,2023-03-02 19:31:12,2023-03-03 05:51:00,25.71,10.33,Evening,45.9,97.1,6.8,15.7,AC_L2
2c7c8db1-321,Tesla Model 3 LR,83.2,2023-03-27 19:32:23,2023-03-27 20:09:35,52.92,0.62,Evening,25.2,82.5,9.7,8.6,Tesla_SC
78c9d957-83a,Tesla Model Y,80.5,2023-04-18 20:29:29,2023-04-18 21:01:17,64.54,0.53,Evening,10.1,82.0,8.2,5.4,Tesla_SC
